"museum_id","museum_name","museum_type","latitude","longitude","locale_code_nces","county_code_fips","state_code_fips","region_code_aam","tax_period","income","revenue","city","state","zip_code","less_than_HS","HS_diploma","some_college","bachelors","median_income"
8409501010,"THOMAS PLANETARIUM","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",61.21608,-149.8853,1,20,2,6,NA,NA,NA,"ANCHORAGE","AK",99501,11.5,43,30.8,14.6,38539
8400200111,"TOCHAK HISTORICAL SOCIETY","HISTORIC PRESERVATION",62.91264,-154.94429,4,290,2,6,200912,0,0,"MCGRATH","AK",99627,25.4,22.2,52.4,0,37083
8400200138,"VALDEZ MUSEUM AND HISTORICAL ARCHIVE ASSOCIATION","HISTORY MUSEUM",61.10482,-146.21652,4,NA,2,6,201312,678148,645570,"VALDEZ","AK",99686,0.4,7.7,91.9,0,47202
8400200122,"WHITESTONE FARMS","HISTORIC PRESERVATION",64.10761,-145.7709,4,NA,2,6,201312,357970,193187,"DELTA JUNCTION","AK",99737,19.8,34.3,41.6,4.3,52104
8409400016,"81ST ARMY RESERVE COMMAND HISTORICAL HOLDING","GENERAL MUSEUM",33.43981,-86.84269,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35209,7.7,14.1,55.5,22.7,37759
8400100191,"9TH AND 10TH (HORSE) CAVALRY ASSOCIATION","HISTORIC PRESERVATION",33.5128,-86.81171,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35462,5.6,60.5,34,0,20273
8409501247,"A.M. BROWN HOUSE","HISTORIC PRESERVATION",33.49719,-86.82681,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35205,3.7,19.4,62.6,14.3,28933
8409500238,"ALABAMA AGRICULTURAL MUSEUM","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",31.27931,-85.37361,4,69,1,3,NA,NA,NA,"DOTHAN","AL",36303,18.9,42.4,33.8,4.9,29367
8409501196,"ALABAMA ARCHAEOLOGICAL SOCIETY","HISTORY MUSEUM",32.41318,-87.02711,4,47,1,3,NA,NA,NA,"SELMA","AL",36701,17.2,47.4,35.4,0,30497
8400100380,"ALABAMA COMPANY JAMESTOWNE SOCIETY","HISTORIC PRESERVATION",34.6575,-86.52653,1,89,1,3,201406,0,0,"HUNTSVILLE","AL",35223,19.8,19.8,41.3,19,66345
8400100083,"ALABAMA CONSTITUTION VILLAGE","HISTORIC PRESERVATION",34.72664,-86.57223,1,89,1,3,201409,1101454,806811,"HUNTSVILLE","AL",35801,19.2,26.6,35.6,18.6,40797
8409501299,"ALABAMA FAN CLUB AND MUSEUM","GENERAL MUSEUM",34.43359,-85.72543,3,49,1,3,NA,NA,NA,"FORT PAYNE","AL",35967,21,34.9,42,2.2,24952
8400100231,"ALABAMA HISTORICAL RADIO SOCIETY","HISTORIC PRESERVATION",33.51784,-86.81185,1,73,1,3,201406,0,0,"BIRMINGHAM","AL",35213,15.3,10.3,42.9,31.5,56909
8409501300,"ALABAMA HUMANITIES FOUNDATION","GENERAL MUSEUM",33.50116,-86.79191,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35205,3.7,19.4,62.6,14.3,28933
8400100371,"ALABAMA MENS HALL OF FAME","GENERAL MUSEUM",33.46411,-86.78814,2,73,1,3,201409,7618,7618,"BIRMINGHAM","AL",36801,25.4,31.4,28.4,14.9,28745
8409501303,"ALABAMA MUSIC HALL OF FAME","GENERAL MUSEUM",34.71624,-87.69496,2,33,1,3,NA,NA,NA,"TUSCUMBIA","AL",35674,17.8,37.5,42.6,2.1,30723
8400100172,"ALABAMA RIVER REGION ARTS CENTER","ART MUSEUM",32.59985,-86.20616,4,51,1,3,201412,0,0,"WETUMPKA","AL",36092,29.3,39.3,29,2.4,30501
8409501304,"ALABAMA RURAL HERITAGE CENTER","GENERAL MUSEUM",32.25179,-87.61395,4,NA,1,3,NA,NA,NA,"THOMASTON","AL",36783,7.2,44.2,48.6,0,24464
8409501305,"ALABAMA WOMEN'S HALL OF FAME","GENERAL MUSEUM",32.63066,-87.31662,4,105,1,3,NA,NA,NA,"MARION","AL",36756,12.2,37.5,47.8,2.4,24897
8409501307,"ALBERTVILLE MUSEUM","GENERAL MUSEUM",34.26948,-86.21514,3,95,1,3,NA,NA,NA,"ALBERTVILLE","AL",35950,37.9,33.6,27,1.5,23374
8409501309,"ALDRICH COAL MINE MUSEUM","GENERAL MUSEUM",33.10796,-86.89296,2,117,1,3,NA,NA,NA,"MONTEVALLO","AL",35115,5.2,25.7,61.3,7.7,31657
8409501248,"ALFRED HATCH PLACE AT ARCOLA","HISTORIC PRESERVATION",32.44977,-87.75734,4,NA,1,3,NA,NA,NA,"ARCOLA","AL",36742,0,17.8,82.2,0,30853
8409501249,"ALTAR OF THE NEW TESTAMENT AND FOUNDERS HALL","HISTORIC PRESERVATION",34.80598,-86.96746,4,83,1,3,NA,NA,NA,"ATHENS","AL",35611,19,34.2,40.9,5.9,30393
8409501314,"AMERICAN SPORT ART MUSEUM AND ARCHIVES","ART MUSEUM",30.63977,-87.9091,1,3,1,3,NA,NA,NA,"DAPHNE","AL",36526,18,20.2,51.9,9.9,37632
8409501317,"ANNISTON SOIL PIPE MUSEUM","GENERAL MUSEUM",33.65864,-85.85943,2,15,1,3,NA,NA,NA,"ANNISTON","AL",36201,36.9,30.9,31.4,0.8,20859
8400100321,"ARAB HISTORICAL SOCIETY","HISTORIC PRESERVATION",34.32768,-86.49274,3,95,1,3,201406,0,0,"ARAB","AL",35016,16.4,31,43.6,9,31925
8409501946,"ARLINGTON ANTEBELLUM HOME & GARDENS","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",33.50088,-86.83857,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35205,3.7,19.4,62.6,14.3,28933
8409501327,"ARMY AVIATION MUSEUM","GENERAL MUSEUM",31.34936,-85.71978,3,45,1,3,NA,NA,NA,"FORT RUCKER","AL",36362,5.7,51.7,25,17.6,41831
8400100282,"BALDWIN HERITAGE MUSEUM ASSOCIATION","GENERAL MUSEUM",30.39654,-87.56298,4,NA,1,3,201312,63718,56883,"ELBERTA","AL",36530,34.9,39.5,21,4.7,22081
8400100084,"BELLE MONT MANSION","HISTORIC PRESERVATION",34.68412,-87.67689,4,33,1,3,NA,NA,NA,"TUSCUMBIA","AL",35643,13.3,21.6,45.8,19.3,25094
8409501975,"BIRMINGHAM BOTANICAL GARDENS","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",33.48904,-86.77441,1,73,1,3,NA,NA,NA,"BIRMINGHAM","AL",35223,19.8,19.8,41.3,19,66345
8400100094,"BIRMINGHAM HISTORY CENTER","HISTORY MUSEUM",33.51496,-86.80949,1,73,1,3,201312,188366,188366,"BIRMINGHAM","AL",35203,30.4,9.3,19.4,40.9,21964
8400100319,"BRIDGEPORT AREA HISTORIC ASSOCIATION","HISTORY MUSEUM",34.94947,-85.71959,3,71,1,3,201312,8095,8095,"BRIDGEPORT","AL",35740,11.4,38.6,50,0,30707
8400100338,"BRUNDIDGE HISTORICAL SOCIETY","HISTORIC PRESERVATION",31.72046,-85.81574,4,109,1,3,201312,64294,-4221,"BRUNDIDGE","AL",36010,17.9,46.8,32.8,2.6,24115
8400100267,"BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY","HISTORIC PRESERVATION",31.83257,-86.62734,3,13,1,3,201412,0,0,"GREENVILLE","AL",36037,19.2,33.5,45.3,1.9,26817
8409504170,"CALHOUN FINE ARTS GALLERY","ART MUSEUM",34.64853,-86.95033,4,83,1,3,NA,NA,NA,"TANNER","AL",35671,0,6.1,88.3,5.6,30898
8400100064,"CHEAHA STATE PARK","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",33.48103,-85.80863,4,29,1,3,NA,NA,NA,"DELTA","AL",36258,31.7,13.5,54.8,0,40285
8400100273,"CHOCTAW COUNTY HISTORICAL SOCIETY","HISTORIC PRESERVATION",32.0877,-88.21657,4,23,1,3,201312,0,0,"BUTLER","AL",36904,20.1,48.5,31.4,0,30462
8400100073,"CLARKE CO HISTORICAL MUSEUM","HISTORIC PRESERVATION",31.68673,-87.78712,4,25,1,3,201406,0,0,"GROVE HILL","AL",36451,14.4,54.1,27.7,3.7,33581
8400100205,"COOKS NATURAL SCIENCE MUSEUM","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",34.58039,-86.98293,1,103,1,3,201406,18552,NA,"DECATUR","AL",35601,28,33.1,34.4,4.4,24850
8400100200,"COST OF FREEDOM VETERANS MUSEUM","GENERAL MUSEUM",34.316,-86.49575,3,95,1,3,201412,0,0,"ARAB","AL",35016,16.4,31,43.6,9,31925
8400100445,"COURTLAND HERITAGE MUSEUM","HISTORY MUSEUM",34.66655,-87.31032,4,79,1,3,201412,0,0,"COURTLAND","AL",35618,14.4,23.3,62.2,0,32303
8400100076,"DEPOT MUSEUM","GENERAL MUSEUM",34.43922,-85.71449,4,49,1,3,201409,41388,41388,"FORT PAYNE","AL",35967,21,34.9,42,2.2,24952
8409400912,"EARLYWORKS","CHILDREN'S MUSEUM",34.72861,-86.58469,1,89,1,3,NA,NA,NA,"HUNTSVILLE","AL",35801,19.2,26.6,35.6,18.6,40797
8400100332,"ELMORE COUNTY HISTORICAL SOCIETY","HISTORIC PRESERVATION",32.53707,-86.20556,3,51,1,3,201412,0,0,"WETUMPKA","AL",36092,29.3,39.3,29,2.4,30501
8400100198,"EPES HISTORICAL ASSOCIATION","HISTORIC PRESERVATION",32.67166,-88.16305,4,119,1,3,201412,0,0,"EPES","AL",35460,NA,NA,NA,NA,25739
8400100071,"EXPLOREUM MUSEUM OF DISCOVERY","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",30.69034,-88.03979,1,97,1,3,201309,2256563,2185174,"MOBILE","AL",36607,9.1,36,40.1,14.8,29853
8400100065,"FAYETTE ART MUSEUM","ART MUSEUM",33.68726,-87.83088,3,57,1,3,NA,NA,NA,"FAYETTE","AL",35555,16.5,27.3,51,5.2,24812
8400100177,"FLOMATON AREA RAILROAD MUSEUM","GENERAL MUSEUM",31.026,-87.24941,4,NA,1,3,201409,0,0,"FLOMATON","AL",36441,23,47.9,22.2,6.9,33450
8400100057,"FORT MORGAN STATE HISTORIC SITE","HISTORIC PRESERVATION",30.22975,-88.00148,4,3,1,3,NA,NA,NA,"GULF SHORES","AL",36542,12.9,41.3,34.2,11.5,22706
8400100296,"FORT PAYNE DEPOT MUSEUM","GENERAL MUSEUM",34.43922,-85.71449,4,49,1,3,201409,41388,41388,"FORT PAYNE","AL",35968,14.1,29.9,51.4,4.6,26979
8400100280,"GREENE COUNTY HISTORICAL SOCIETY","HISTORIC PRESERVATION",32.84129,-87.89041,4,63,1,3,201312,11385,11385,"EUTAW","AL",35462,5.6,60.5,34,0,20273
8409500494,"GULF COAST EXPLOREUM SCIENCE CENTER","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",30.69034,-88.03979,4,97,1,3,201309,2256563,2185174,"MOBILE","AL",36602,18.2,57.6,9.1,15.2,46389
8400100047,"GULF SHORES MUSEUM","GENERAL MUSEUM",30.27485,-87.69586,3,3,1,3,NA,NA,NA,"GULF SHORES","AL",36542,12.9,41.3,34.2,11.5,22706
8400100365,"HANK WILLIAMS MUSEUM AND FESTIVAL","HISTORY MUSEUM",31.65737,-86.74566,4,13,1,3,201409,71987,15228,"GEORGIANA","AL",36033,30.7,33.9,32.1,3.2,24990
8400100056,"HANK WILLIAMS SENIOR BOYHOOD HOME AND MUSEUM","HISTORY MUSEUM",31.65737,-86.74566,4,13,1,3,201409,71987,15228,"GEORGIANA","AL",36033,30.7,33.9,32.1,3.2,24990
8400100325,"HARTSELLE HISTORICAL SOCIETY","HISTORIC PRESERVATION",34.44638,-86.93179,2,103,1,3,201409,0,0,"HARTSELLE","AL",35640,19.7,26.4,48.5,5.4,32174
8400100421,"HEART OF DIXIE RAILROAD MUSEUM","HISTORY MUSEUM",33.1092,-86.7499,4,NA,1,3,201312,1050693,1024873,"CALERA","AL",35040,14.3,33.5,45.3,6.8,36177
8400100451,"HENRY COUNTY HISTORICAL GROUP","HISTORIC PRESERVATION",31.47599,-85.21885,4,67,1,3,NA,NA,NA,"ABBEVILLE","AL",36345,23.6,36.7,22.7,17,34252
8400100383,"HISTORIC NORTHPORT","HISTORIC PRESERVATION",33.22819,-87.57759,2,125,1,3,201412,0,0,"NORTHPORT","AL",35476,34,7.4,45,13.6,26729
8400100230,"HISTORIC SHELBY ASSOCIATION","HISTORY MUSEUM",33.08552,-86.54245,4,NA,1,3,201409,0,0,"SHELBY","AL",35143,8.7,71.1,20.1,0,40833
8400100040,"IMAGINATION PLACE","HISTORIC PRESERVATION",34.01391,-86.00513,1,55,1,3,201312,2714683,1745386,"GADSDEN","AL",35901,27.9,25.8,42.6,3.7,26576
8409500552,"IRON & STEEL MUSEUM OF ALABAMA","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",33.26851,-87.08321,4,125,1,3,NA,NA,NA,"MCCALLA","AL",35111,15,47.4,32.5,5.1,46149
8400100341,"ISABEL ANDERSON COMER MUSEUM & ARTS CENTER","ART MUSEUM",33.16453,-86.25086,3,121,1,3,201312,40019,40019,"SYLACAUGA","AL",35150,29.5,31.8,38.6,0.1,24322
8400100348,"LAMAR COUNTY GENEALOGICAL AND HISTORICAL SOCIETY","HISTORIC PRESERVATION",33.75431,-88.10535,4,75,1,3,201412,0,0,"VERNON","AL",35592,40.6,20.4,39.1,0,31853
8400100326,"LAWRENCE COUNTY HISTORICAL COMMISSION","HISTORIC PRESERVATION",34.48047,-87.29119,3,79,1,3,201304,0,0,"MOULTON","AL",35650,21.7,34.6,42.5,1.1,37668
8400100130,"LEE COUNTY HISTORICAL SOCIETY","HISTORIC PRESERVATION",32.60443,-85.59934,4,81,1,3,201312,61919,50467,"LOACHAPOKA","AL",36865,NA,NA,NA,NA,NA
8400100329,"MADISON COUNTY MILITARY HERITAGE","GENERAL MUSEUM",34.7305,-86.58595,1,89,1,3,201412,0,0,"HUNTSVILLE","AL",35801,19.2,26.6,35.6,18.6,40797
8400100444,"MARENGO COUNTY HISTORY-ARCHIVES","HISTORIC PRESERVATION",32.51644,-87.83766,3,91,1,3,201312,0,0,"DEMOPOLIS","AL",36732,30.4,24.4,42,3.2,30852
8409500639,"MARY G. HARDIN CENTER FOR CULTURAL ARTS","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",34.01391,-86.00513,1,55,1,3,NA,NA,NA,"GADSDEN","AL",35901,27.9,25.8,42.6,3.7,26576
8400100461,"MCDOWELL ENVIRONMENTAL CENTER","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",34.00155,-87.38654,4,133,1,3,NA,NA,NA,"NAUVOO","AL",35578,13.8,36.7,46.8,2.7,21976
8409500650,"MCWANE SCIENCE CENTER","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",33.51539,-86.80816,1,73,1,3,201312,10522096,8814675,"BIRMINGHAM","AL",35203,30.4,9.3,19.4,40.9,21964
8400100458,"MILDRED WARNER HOUSE","HISTORIC PRESERVATION",33.2084,-87.56158,1,125,1,3,NA,NA,NA,"TUSCALOOSA","AL",35404,18.6,23.6,43.3,14.4,28258
8400100213,"MONTGOMERY AREA ZOOLOGICAL SOCIETY","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",32.42108,-86.27306,1,101,1,3,201409,516603,502005,"MONTGOMERY","AL",36109,16.2,22.7,57.1,4,35382
8400100029,"MONTGOMERY MUSEUM OF FINE ARTS","ART MUSEUM",32.3526,-86.2087,1,101,1,3,201309,2796070,2759203,"MONTGOMERY","AL",36117,9.4,24.3,50.9,15.5,41352
8400100257,"MUSEUM OF THE CITY OF MOBILE","GENERAL MUSEUM",30.69015,-88.04008,1,97,1,3,201412,0,0,"MOBILE","AL",36607,9.1,36,40.1,14.8,29853
8400100035,"NATIONAL AFRICAN AMERICAN ARCHIVES","GENERAL MUSEUM",30.69693,-88.05651,1,97,1,3,NA,NA,NA,"MOBILE","AL",36604,17.9,32.9,44.4,4.8,37404
8400100033,"NATIONAL MARITIME MUSEUM","GENERAL MUSEUM",30.69698,-88.04092,1,97,1,3,201312,8621580,1120580,"MOBILE","AL",36602,18.2,57.6,9.1,15.2,46389
8400100233,"NORTH ALABAMA SCIENCE CENTER","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",34.75149,-86.69326,1,89,1,3,201312,1430797,1406452,"HUNTSVILLE","AL",35805,30.3,25.5,38.2,6,19140
8400100406,"OLD METHODIST CHURCH MUSEUM OF DAPHNE","GENERAL MUSEUM",30.6015,-87.90917,1,3,1,3,201412,0,0,"DAPHNE","AL",36526,18,20.2,51.9,9.9,37632
8400100015,"ORANGE BEACH INDIAN AND SEA","GENERAL MUSEUM",30.27953,-87.55306,2,3,1,3,NA,NA,NA,"ORANGE BEACH","AL",36561,8.2,22.4,65.3,4.1,34276
8400100289,"PERRY COUNTY HISTORICAL AND PRESERVATION SOCIETY","HISTORIC PRESERVATION",32.63446,-87.31793,4,105,1,3,201310,0,0,"MARION","AL",36756,12.2,37.5,47.8,2.4,24897
8400100309,"PICKENS COUNTY GENEALOGICAL SOCIETY","HISTORIC PRESERVATION",33.32262,-87.89038,4,107,1,3,201412,0,0,"GORDO","AL",35466,9.5,30.3,60.2,0,31633
8400100019,"PIEDMONT MUSEUM","GENERAL MUSEUM",33.92352,-85.61136,3,15,1,3,NA,NA,NA,"PIEDMONT","AL",36272,16,31.7,42.3,9.9,28115
8409500760,"PLANETARIUM","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM",34.71426,-86.65576,4,89,1,3,NA,NA,NA,"HUNTSVILLE","AL",35805,30.3,25.5,38.2,6,19140
